county,precinct,office,district,candidate,party,votes
Mellette,2,President,,Marianne Williamson,DEM,4
Mellette,2,President,,Joseph R Biden Jr,DEM,9
Mellette,2,President,,Dean Phillips,DEM,3
Mellette,2,President,,Armando Perez-Serrato,DEM,1
Mellette,3,President,,Marianne Williamson,DEM,0
Mellette,3,President,,Joseph R Biden Jr,DEM,5
Mellette,3,President,,Dean Phillips,DEM,2
Mellette,3,President,,Armando Perez-Serrato,DEM,0
Mellette,5,President,,Marianne Williamson,DEM,2
Mellette,5,President,,Joseph R Biden Jr,DEM,12
Mellette,5,President,,Dean Phillips,DEM,2
Mellette,5,President,,Armando Perez-Serrato,DEM,0
Mellette,6,President,,Marianne Williamson,DEM,1
Mellette,6,President,,Joseph R Biden Jr,DEM,15
Mellette,6,President,,Dean Phillips,DEM,1
Mellette,6,President,,Armando Perez-Serrato,DEM,1
Mellette,2,County Commissioner,Mellette-3,Dan Valburg,REP,23
Mellette,2,County Commissioner,Mellette-3,Vernon Brown,REP,11
Mellette,3,County Commissioner,Mellette-3,Dan Valburg,REP,23
Mellette,3,County Commissioner,Mellette-3,Vernon Brown,REP,37
