county,precinct,office,district,candidate,party,votes
Todd,Bordeaux,U.S. Senate,,Brian L. Bengs,DEM,42
Todd,Bordeaux,U.S. Senate,,Tamara J Lesnar,LIB,2
Todd,Bordeaux,U.S. Senate,,John R. Thune,REP,16
Todd,Fairgrounds-10,U.S. Senate,,Brian L. Bengs,DEM,37
Todd,Fairgrounds-10,U.S. Senate,,Tamara J Lesnar,LIB,0
Todd,Fairgrounds-10,U.S. Senate,,John R. Thune,REP,8
Todd,Jeanette,U.S. Senate,,Brian L. Bengs,DEM,7
Todd,Jeanette,U.S. Senate,,Tamara J Lesnar,LIB,4
Todd,Jeanette,U.S. Senate,,John R. Thune,REP,47
Todd,Lakeview,U.S. Senate,,Brian L. Bengs,DEM,12
Todd,Lakeview,U.S. Senate,,Tamara J Lesnar,LIB,7
Todd,Lakeview,U.S. Senate,,John R. Thune,REP,76
Todd,Mission-N. Antelope,U.S. Senate,,Brian L. Bengs,DEM,288
Todd,Mission-N. Antelope,U.S. Senate,,Tamara J Lesnar,LIB,19
Todd,Mission-N. Antelope,U.S. Senate,,John R. Thune,REP,86
Todd,OKreek,U.S. Senate,,Brian L. Bengs,DEM,49
Todd,OKreek,U.S. Senate,,Tamara J Lesnar,LIB,6
Todd,OKreek,U.S. Senate,,John R. Thune,REP,31
Todd,Parmelee,U.S. Senate,,Brian L. Bengs,DEM,193
Todd,Parmelee,U.S. Senate,,Tamara J Lesnar,LIB,17
Todd,Parmelee,U.S. Senate,,John R. Thune,REP,47
Todd,Rosebud,U.S. Senate,,Brian L. Bengs,DEM,313
Todd,Rosebud,U.S. Senate,,Tamara J Lesnar,LIB,17
Todd,Rosebud,U.S. Senate,,John R. Thune,REP,67
Todd,S. Antelope,U.S. Senate,,Brian L. Bengs,DEM,172
Todd,S. Antelope,U.S. Senate,,Tamara J Lesnar,LIB,18
Todd,S. Antelope,U.S. Senate,,John R. Thune,REP,67
Todd,Saint Francis,U.S. Senate,,Brian L. Bengs,DEM,195
Todd,Saint Francis,U.S. Senate,,Tamara J Lesnar,LIB,11
Todd,Saint Francis,U.S. Senate,,John R. Thune,REP,57
Todd,Bordeaux,U.S. House,1,Collin Duprel,LIB,28
Todd,Bordeaux,U.S. House,1,Dusty Johnson,REP,23
Todd,Fairgrounds-10,U.S. House,1,Collin Duprel,LIB,18
Todd,Fairgrounds-10,U.S. House,1,Dusty Johnson,REP,18
Todd,Jeanette,U.S. House,1,Collin Duprel,LIB,7
Todd,Jeanette,U.S. House,1,Dusty Johnson,REP,52
Todd,Lakeview,U.S. House,1,Collin Duprel,LIB,15
Todd,Lakeview,U.S. House,1,Dusty Johnson,REP,78
Todd,Mission-N. Antelope,U.S. House,1,Collin Duprel,LIB,205
