county,precinct,office,district,candidate,party,votes
McPherson,1,U.S. Senate,,Brian L. Bengs,DEM,30
McPherson,1,U.S. Senate,,Tamara J Lesnar,LIB,7
McPherson,1,U.S. Senate,,John R. Thune,REP,227
McPherson,2,U.S. Senate,,Brian L. Bengs,DEM,21
McPherson,2,U.S. Senate,,Tamara J Lesnar,LIB,10
McPherson,2,U.S. Senate,,John R. Thune,REP,233
McPherson,3,U.S. Senate,,Brian L. Bengs,DEM,24
McPherson,3,U.S. Senate,,Tamara J Lesnar,LIB,12
McPherson,3,U.S. Senate,,John R. Thune,REP,228
McPherson,4,U.S. Senate,,Brian L. Bengs,DEM,33
McPherson,4,U.S. Senate,,Tamara J Lesnar,LIB,11
McPherson,4,U.S. Senate,,John R. Thune,REP,266
McPherson,1,U.S. House,1,Collin Duprel,LIB,34
McPherson,1,U.S. House,1,Dusty Johnson,REP,220
McPherson,2,U.S. House,1,Collin Duprel,LIB,17
McPherson,2,U.S. House,1,Dusty Johnson,REP,246
McPherson,3,U.S. House,1,Collin Duprel,LIB,36
McPherson,3,U.S. House,1,Dusty Johnson,REP,226
McPherson,4,U.S. House,1,Collin Duprel,LIB,36
McPherson,4,U.S. House,1,Dusty Johnson,REP,261
McPherson,1,Governor,,Jamie Smith and Jennifer Keintz,DEM,48
McPherson,1,Governor,,Tracey Quint and Ashley Strand,LIB,7
McPherson,1,Governor,,Kristi Noem and Larry Rhoden,REP,208
McPherson,2,Governor,,Jamie Smith and Jennifer Keintz,DEM,30
McPherson,2,Governor,,Tracey Quint and Ashley Strand,LIB,5
McPherson,2,Governor,,Kristi Noem and Larry Rhoden,REP,229
McPherson,3,Governor,,Jamie Smith and Jennifer Keintz,DEM,41
McPherson,3,Governor,,Tracey Quint and Ashley Strand,LIB,5
McPherson,3,Governor,,Kristi Noem and Larry Rhoden,REP,220
McPherson,4,Governor,,Jamie Smith and Jennifer Keintz,DEM,48
McPherson,4,Governor,,Tracey Quint and Ashley Strand,LIB,5
McPherson,4,Governor,,Kristi Noem and Larry Rhoden,REP,254
McPherson,1,Secretary of State,,Thomas A Cool,DEM,47
McPherson,1,Secretary of State,,Monae Johnson,REP,204
McPherson,2,Secretary of State,,Thomas A Cool,DEM,38
McPherson,2,Secretary of State,,Monae Johnson,REP,220
McPherson,3,Secretary of State,,Thomas A Cool,DEM,38
McPherson,3,Secretary of State,,Monae Johnson,REP,223
McPherson,4,Secretary of State,,Thomas A Cool,DEM,48
McPherson,4,Secretary of State,,Monae Johnson,REP,248
McPherson,1,Attorney General,,Marty J. Jackley,REP,225
McPherson,2,Attorney General,,Marty J. Jackley,REP,234
McPherson,3,Attorney General,,Marty J. Jackley,REP,233
McPherson,4,Attorney General,,Marty J. Jackley,REP,276
McPherson,1,State Auditor,,Stephanie Marty,DEM,41
McPherson,1,State Auditor,,Rene Meyer,LIB,11
McPherson,1,State Auditor,,Richard Sattgast,REP,201
McPherson,2,State Auditor,,Stephanie Marty,DEM,36
