county,precinct,office,district,candidate,party,votes
Custer,01,U.S. Senate,,Brian L. Bengs,DEM,152
Custer,01,U.S. Senate,,Tamara J Lesnar,LIB,67
Custer,01,U.S. Senate,,John R. Thune,REP,815
Custer,02,U.S. Senate,,Brian L. Bengs,DEM,24
Custer,02,U.S. Senate,,Tamara J Lesnar,LIB,21
Custer,02,U.S. Senate,,John R. Thune,REP,123
Custer,03,U.S. Senate,,Brian L. Bengs,DEM,48
Custer,03,U.S. Senate,,Tamara J Lesnar,LIB,8
Custer,03,U.S. Senate,,John R. Thune,REP,133
Custer,04,U.S. Senate,,Brian L. Bengs,DEM,94
Custer,04,U.S. Senate,,Tamara J Lesnar,LIB,23
Custer,04,U.S. Senate,,John R. Thune,REP,380
Custer,05,U.S. Senate,,Brian L. Bengs,DEM,142
Custer,05,U.S. Senate,,Tamara J Lesnar,LIB,27
Custer,05,U.S. Senate,,John R. Thune,REP,516
Custer,06,U.S. Senate,,Brian L. Bengs,DEM,100
Custer,06,U.S. Senate,,Tamara J Lesnar,LIB,14
Custer,06,U.S. Senate,,John R. Thune,REP,243
Custer,07,U.S. Senate,,Brian L. Bengs,DEM,51
Custer,07,U.S. Senate,,Tamara J Lesnar,LIB,14
Custer,07,U.S. Senate,,John R. Thune,REP,155
Custer,08,U.S. Senate,,Brian L. Bengs,DEM,123
Custer,08,U.S. Senate,,Tamara J Lesnar,LIB,11
Custer,08,U.S. Senate,,John R. Thune,REP,279
Custer,09,U.S. Senate,,Brian L. Bengs,DEM,256
Custer,09,U.S. Senate,,Tamara J Lesnar,LIB,72
Custer,09,U.S. Senate,,John R. Thune,REP,965
Custer,10,U.S. Senate,,Brian L. Bengs,DEM,27
Custer,10,U.S. Senate,,Tamara J Lesnar,LIB,10
Custer,10,U.S. Senate,,John R. Thune,REP,147
Custer,01,U.S. House,1,Collin Duprel,LIB,194
Custer,01,U.S. House,1,Dusty Johnson,REP,789
Custer,02,U.S. House,1,Collin Duprel,LIB,57
Custer,02,U.S. House,1,Dusty Johnson,REP,107
Custer,03,U.S. House,1,Collin Duprel,LIB,39
Custer,03,U.S. House,1,Dusty Johnson,REP,139
Custer,04,U.S. House,1,Collin Duprel,LIB,101
Custer,04,U.S. House,1,Dusty Johnson,REP,378
Custer,05,U.S. House,1,Collin Duprel,LIB,112
Custer,05,U.S. House,1,Dusty Johnson,REP,524
Custer,06,U.S. House,1,Collin Duprel,LIB,76
Custer,06,U.S. House,1,Dusty Johnson,REP,256
Custer,07,U.S. House,1,Collin Duprel,LIB,57
Custer,07,U.S. House,1,Dusty Johnson,REP,154
Custer,08,U.S. House,1,Collin Duprel,LIB,94
Custer,08,U.S. House,1,Dusty Johnson,REP,292
Custer,09,U.S. House,1,Collin Duprel,LIB,253
Custer,09,U.S. House,1,Dusty Johnson,REP,974
Custer,10,U.S. House,1,Collin Duprel,LIB,40
Custer,10,U.S. House,1,Dusty Johnson,REP,140
Custer,01,Governor,,Jamie Smith and Jennifer Keintz,DEM,226
Custer,01,Governor,,Tracey Quint and Ashley Strand,LIB,40
Custer,01,Governor,,Kristi Noem and Larry Rhoden,REP,777
Custer,02,Governor,,Jamie Smith and Jennifer Keintz,DEM,29
Custer,02,Governor,,Tracey Quint and Ashley Strand,LIB,8
Custer,02,Governor,,Kristi Noem and Larry Rhoden,REP,133
Custer,03,Governor,,Jamie Smith and Jennifer Keintz,DEM,52
Custer,03,Governor,,Tracey Quint and Ashley Strand,LIB,4
Custer,03,Governor,,Kristi Noem and Larry Rhoden,REP,133
Custer,04,Governor,,Jamie Smith and Jennifer Keintz,DEM,110
Custer,04,Governor,,Tracey Quint and Ashley Strand,LIB,14
Custer,04,Governor,,Kristi Noem and Larry Rhoden,REP,379
Custer,05,Governor,,Jamie Smith and Jennifer Keintz,DEM,183
Custer,05,Governor,,Tracey Quint and Ashley Strand,LIB,15
Custer,05,Governor,,Kristi Noem and Larry Rhoden,REP,490
Custer,06,Governor,,Jamie Smith and Jennifer Keintz,DEM,126
Custer,06,Governor,,Tracey Quint and Ashley Strand,LIB,9
Custer,06,Governor,,Kristi Noem and Larry Rhoden,REP,220
Custer,07,Governor,,Jamie Smith and Jennifer Keintz,DEM,60
Custer,07,Governor,,Tracey Quint and Ashley Strand,LIB,12
Custer,07,Governor,,Kristi Noem and Larry Rhoden,REP,149
Custer,08,Governor,,Jamie Smith and Jennifer Keintz,DEM,146
Custer,08,Governor,,Tracey Quint and Ashley Strand,LIB,9
Custer,08,Governor,,Kristi Noem and Larry Rhoden,REP,264
Custer,09,Governor,,Jamie Smith and Jennifer Keintz,DEM,333
Custer,09,Governor,,Tracey Quint and Ashley Strand,LIB,36
Custer,09,Governor,,Kristi Noem and Larry Rhoden,REP,933
Custer,10,Governor,,Jamie Smith and Jennifer Keintz,DEM,28
Custer,10,Governor,,Tracey Quint and Ashley Strand,LIB,4
Custer,10,Governor,,Kristi Noem and Larry Rhoden,REP,155
Custer,01,Secretary of State,,Thomas A Cool,DEM,211
Custer,01,Secretary of State,,Monae Johnson,REP,787
Custer,02,Secretary of State,,Thomas A Cool,DEM,30
Custer,02,Secretary of State,,Monae Johnson,REP,136
Custer,03,Secretary of State,,Thomas A Cool,DEM,51
Custer,03,Secretary of State,,Monae Johnson,REP,132
Custer,04,Secretary of State,,Thomas A Cool,DEM,107
Custer,04,Secretary of State,,Monae Johnson,REP,377
Custer,05,Secretary of State,,Thomas A Cool,DEM,174
Custer,05,Secretary of State,,Monae Johnson,REP,501
Custer,06,Secretary of State,,Thomas A Cool,DEM,116
Custer,06,Secretary of State,,Monae Johnson,REP,227
Custer,07,Secretary of State,,Thomas A Cool,DEM,66
Custer,07,Secretary of State,,Monae Johnson,REP,146
Custer,08,Secretary of State,,Thomas A Cool,DEM,143
Custer,08,Secretary of State,,Monae Johnson,REP,260
Custer,09,Secretary of State,,Thomas A Cool,DEM,313
Custer,09,Secretary of State,,Monae Johnson,REP,945
Custer,10,Secretary of State,,Thomas A Cool,DEM,32
Custer,10,Secretary of State,,Monae Johnson,REP,149
Custer,01,Attorney General,,Marty J. Jackley,REP,819
Custer,02,Attorney General,,Marty J. Jackley,REP,136
Custer,03,Attorney General,,Marty J. Jackley,REP,141
Custer,04,Attorney General,,Marty J. Jackley,REP,397
Custer,05,Attorney General,,Marty J. Jackley,REP,525
Custer,06,Attorney General,,Marty J. Jackley,REP,262
Custer,07,Attorney General,,Marty J. Jackley,REP,163
Custer,08,Attorney General,,Marty J. Jackley,REP,310
Custer,09,Attorney General,,Marty J. Jackley,REP,1016
Custer,10,Attorney General,,Marty J. Jackley,REP,151
Custer,01,State Auditor,,Stephanie Marty,DEM,185
Custer,01,State Auditor,,Rene Meyer,LIB,69
Custer,01,State Auditor,,Richard Sattgast,REP,733
Custer,02,State Auditor,,Stephanie Marty,DEM,33
Custer,02,State Auditor,,Rene Meyer,LIB,18
Custer,02,State Auditor,,Richard Sattgast,REP,115
Custer,03,State Auditor,,Stephanie Marty,DEM,49
Custer,03,State Auditor,,Rene Meyer,LIB,9
Custer,03,State Auditor,,Richard Sattgast,REP,128
Custer,04,State Auditor,,Stephanie Marty,DEM,104
Custer,04,State Auditor,,Rene Meyer,LIB,30
Custer,04,State Auditor,,Richard Sattgast,REP,350
Custer,05,State Auditor,,Stephanie Marty,DEM,166
Custer,05,State Auditor,,Rene Meyer,LIB,44
Custer,05,State Auditor,,Richard Sattgast,REP,465
Custer,06,State Auditor,,Stephanie Marty,DEM,108
Custer,06,State Auditor,,Rene Meyer,LIB,22
Custer,06,State Auditor,,Richard Sattgast,REP,209
Custer,07,State Auditor,,Stephanie Marty,DEM,66
Custer,07,State Auditor,,Rene Meyer,LIB,11
Custer,07,State Auditor,,Richard Sattgast,REP,132
Custer,08,State Auditor,,Stephanie Marty,DEM,136
Custer,08,State Auditor,,Rene Meyer,LIB,21
Custer,08,State Auditor,,Richard Sattgast,REP,247
Custer,09,State Auditor,,Stephanie Marty,DEM,285
Custer,09,State Auditor,,Rene Meyer,LIB,65
Custer,09,State Auditor,,Richard Sattgast,REP,908
Custer,10,State Auditor,,Stephanie Marty,DEM,27
Custer,10,State Auditor,,Rene Meyer,LIB,9
Custer,10,State Auditor,,Richard Sattgast,REP,148
Custer,01,State Treasurer,,John Cunningham,DEM,192
Custer,01,State Treasurer,,Josh Haeder,REP,789
Custer,02,State Treasurer,,John Cunningham,DEM,28
Custer,02,State Treasurer,,Josh Haeder,REP,137
Custer,03,State Treasurer,,John Cunningham,DEM,49
Custer,03,State Treasurer,,Josh Haeder,REP,132
Custer,04,State Treasurer,,John Cunningham,DEM,105
Custer,04,State Treasurer,,Josh Haeder,REP,373
Custer,05,State Treasurer,,John Cunningham,DEM,166
Custer,05,State Treasurer,,Josh Haeder,REP,508
Custer,06,State Treasurer,,John Cunningham,DEM,113
Custer,06,State Treasurer,,Josh Haeder,REP,229
Custer,07,State Treasurer,,John Cunningham,DEM,65
Custer,07,State Treasurer,,Josh Haeder,REP,144
Custer,08,State Treasurer,,John Cunningham,DEM,135
Custer,08,State Treasurer,,Josh Haeder,REP,261
Custer,09,State Treasurer,,John Cunningham,DEM,291
Custer,09,State Treasurer,,Josh Haeder,REP,954
Custer,10,State Treasurer,,John Cunningham,DEM,28
Custer,10,State Treasurer,,Josh Haeder,REP,153
Custer,01,Commissioner of School and Public Lands,,Timothy Azure,DEM,198
Custer,01,Commissioner of School and Public Lands,,Brock Greenfield,REP,782
Custer,02,Commissioner of School and Public Lands,,Timothy Azure,DEM,29
Custer,02,Commissioner of School and Public Lands,,Brock Greenfield,REP,135
Custer,03,Commissioner of School and Public Lands,,Timothy Azure,DEM,45
Custer,03,Commissioner of School and Public Lands,,Brock Greenfield,REP,133
Custer,04,Commissioner of School and Public Lands,,Timothy Azure,DEM,105
Custer,04,Commissioner of School and Public Lands,,Brock Greenfield,REP,375
Custer,05,Commissioner of School and Public Lands,,Timothy Azure,DEM,173
Custer,05,Commissioner of School and Public Lands,,Brock Greenfield,REP,489
Custer,06,Commissioner of School and Public Lands,,Timothy Azure,DEM,115
Custer,06,Commissioner of School and Public Lands,,Brock Greenfield,REP,226
Custer,07,Commissioner of School and Public Lands,,Timothy Azure,DEM,67
Custer,07,Commissioner of School and Public Lands,,Brock Greenfield,REP,141
Custer,08,Commissioner of School and Public Lands,,Timothy Azure,DEM,135
Custer,08,Commissioner of School and Public Lands,,Brock Greenfield,REP,259
Custer,09,Commissioner of School and Public Lands,,Timothy Azure,DEM,283
Custer,09,Commissioner of School and Public Lands,,Brock Greenfield,REP,943
Custer,10,Commissioner of School and Public Lands,,Timothy Azure,DEM,31
Custer,10,Commissioner of School and Public Lands,,Brock Greenfield,REP,151
Custer,01,Public Utilities Commissioner,,Jeffrey Barth,DEM,183
Custer,01,Public Utilities Commissioner,,Chris Nelson,REP,807
Custer,02,Public Utilities Commissioner,,Jeffrey Barth,DEM,26
Custer,02,Public Utilities Commissioner,,Chris Nelson,REP,140
Custer,03,Public Utilities Commissioner,,Jeffrey Barth,DEM,42
Custer,03,Public Utilities Commissioner,,Chris Nelson,REP,138
Custer,04,Public Utilities Commissioner,,Jeffrey Barth,DEM,98
Custer,04,Public Utilities Commissioner,,Chris Nelson,REP,385
Custer,05,Public Utilities Commissioner,,Jeffrey Barth,DEM,161
Custer,05,Public Utilities Commissioner,,Chris Nelson,REP,501
Custer,06,Public Utilities Commissioner,,Jeffrey Barth,DEM,106
Custer,06,Public Utilities Commissioner,,Chris Nelson,REP,238
